0,1,prediction,label,rawLabel
0.9656002137677291,0.03439978623227091,0,Interact,1
0.06449335782974963,0.9355066421702504,1,Interact,1
0.06268705665803143,0.9373129433419686,1,Interact,1
0.06380354840756453,0.9361964515924355,1,Interact,1
0.06354919295694383,0.9364508070430562,1,Interact,1
0.06356476224836094,0.9364352377516391,1,Interact,1
0.06472747263264822,0.9352725273673518,1,Interact,1
0.06401181689702984,0.9359881831029702,1,Interact,1
0.06380354840756453,0.9361964515924355,1,Interact,1
0.062452170252640604,0.9375478297473594,1,Interact,1
0.06380354840756453,0.9361964515924355,1,Interact,1
0.062452170252640604,0.9375478297473594,1,Interact,1
0.06380354840756453,0.9361964515924355,1,Interact,1
0.06354919295694383,0.9364508070430562,1,Interact,1
0.0706641785169605,0.9293358214830395,1,Interact,1
0.06313609062070258,0.9368639093792974,1,Interact,1
0.06702728108422085,0.9329727189157792,1,Interact,1
0.06425216722368066,0.9357478327763193,1,Interact,1
0.06425216722368066,0.9357478327763193,1,Interact,1
0.06333456810547544,0.9366654318945246,1,Interact,1
0.06311288488914002,0.93688711511086,1,Interact,1
0.06518213548847773,0.9348178645115223,1,Interact,1
0.955481745052131,0.04451825494786897,0,Interact,1
0.9423311754722479,0.057668824527752155,0,Interact,1
0.9532420248753315,0.04675797512466849,0,Interact,1
0.9687187593683299,0.031281240631670176,0,Interact,1
0.8241222193466416,0.17587778065335832,0,Interact,1
0.967340323558091,0.03265967644190905,0,Interact,1
0.8442552868616975,0.15574471313830252,0,Interact,1
0.9557681945587696,0.04423180544123036,0,Interact,1
0.850177132743155,0.149822867256845,0,Interact,1
0.41990344527848855,0.5800965547215114,1,Interact,1
0.21751019626974177,0.7824898037302582,1,Interact,1
0.2876940882636173,0.7123059117363827,1,Interact,1
0.15288482958069516,0.8471151704193048,1,Interact,1
0.13503502085629004,0.86496497914371,1,Interact,1
0.34293099899503243,0.6570690010049676,1,Interact,1
0.14640021559580796,0.853599784404192,1,Interact,1
0.14640021559580796,0.853599784404192,1,Interact,1
0.4836077472106617,0.5163922527893383,1,Interact,1
0.6460155491654261,0.35398445083457386,0,Interact,1
0.39128864143295106,0.6087113585670489,1,Interact,1
0.9629646308957263,0.03703536910427376,0,Interact,1
0.9690298862063732,0.030970113793626772,0,Interact,1
0.9065427467659541,0.0934572532340458,0,Interact,1
0.8785930101568745,0.12140698984312552,0,Interact,1
0.11287050754863781,0.8871294924513622,1,Interact,1
0.12050266625681028,0.8794973337431897,1,Interact,1
0.10775705267131175,0.8922429473286883,1,Interact,1
0.889010411528794,0.11098958847120599,0,Interact,1
0.09730506841295672,0.9026949315870433,1,Interact,1
0.11706730106624808,0.8829326989337519,1,Interact,1
0.1322204515232317,0.8677795484767683,1,Interact,1
0.9176077223162107,0.0823922776837893,0,Interact,1
0.08968868274130226,0.9103113172586977,1,Interact,1
0.07991550882401344,0.9200844911759866,1,Interact,1
0.10775705267131175,0.8922429473286883,1,Interact,1
0.8505305503425575,0.1494694496574425,0,Interact,1
0.7541190446048713,0.24588095539512864,0,Interact,1
0.0846399342468771,0.9153600657531229,1,Interact,1
0.096740900586193,0.903259099413807,1,Interact,1
0.7370698519799855,0.26293014802001446,0,Interact,1
0.1947479836393453,0.8052520163606547,1,Interact,1
0.10101762388393487,0.8989823761160651,1,Interact,1
0.08333099736086236,0.9166690026391376,1,Interact,1
0.9245081860311082,0.07549181396889179,0,Interact,1
0.0944465180635018,0.9055534819364982,1,Interact,1
0.9413683355664738,0.058631664433526166,0,Interact,1
0.1322204515232317,0.8677795484767683,1,Interact,1
0.09977384277496537,0.9002261572250346,1,Interact,1
0.14481895572596015,0.8551810442740398,1,Interact,1
0.1151733582710378,0.8848266417289622,1,Interact,1
0.9218636810572982,0.07813631894270177,0,Interact,1
0.1537722253580136,0.8462277746419864,1,Interact,1
0.125398651477987,0.874601348522013,1,Interact,1
0.6802852053064997,0.3197147946935003,0,Interact,1
0.0963620495312556,0.9036379504687444,1,Interact,1
0.08512790165873496,0.914872098341265,1,Interact,1
0.11320644009084102,0.886793559909159,1,Interact,1
0.9413683355664738,0.058631664433526166,0,Interact,1
0.9643342301277876,0.03566576987221242,0,Interact,1
0.4904802221646847,0.5095197778353153,1,Interact,1
0.9612600351579409,0.03873996484205907,0,Interact,1
0.9686362360112728,0.031363763988727165,0,Interact,1
0.9653805241296725,0.03461947587032753,0,Interact,1
0.9623768452964223,0.03762315470357764,0,Interact,1
0.9643342301277876,0.03566576987221242,0,Interact,1
0.9638540435927188,0.03614595640728119,0,Interact,1
0.42895188962167685,0.5710481103783231,1,Interact,1
0.22635934553996173,0.7736406544600383,1,Interact,1
0.2233970138083794,0.7766029861916206,1,Interact,1
0.5644115209230453,0.43558847907695475,0,Interact,1
0.30971163631132037,0.6902883636886796,1,Interact,1
0.9686521264782886,0.03134787352171145,0,Interact,1
0.8191005867718967,0.18089941322810332,0,Interact,1
0.9596365870214438,0.0403634129785562,0,Interact,1
0.9071329407820605,0.09286705921793952,0,Interact,1
0.0611200397453916,0.9388799602546084,1,Interact,1
0.060266510259540995,0.939733489740459,1,Interact,1
0.06312061924900092,0.9368793807509991,1,Interact,1
0.06197725567862877,0.9380227443213712,1,Interact,1
0.06132765147118602,0.938672348528814,1,Interact,1
0.06132765147118602,0.938672348528814,1,Interact,1
0.06092056754475039,0.9390794324552496,1,Interact,1
0.061105030180848674,0.9388949698191513,1,Interact,1
0.06091308523664507,0.9390869147633549,1,Interact,1
0.06025169684941578,0.9397483031505842,1,Interact,1
0.06134271214666087,0.9386572878533391,1,Interact,1
0.0604565489294443,0.9395434510705557,1,Interact,1
0.06111253453231047,0.9388874654676895,1,Interact,1
0.06091308523664507,0.9390869147633549,1,Interact,1
0.06266400493011859,0.9373359950698814,1,Interact,1
0.062436855305068706,0.9375631446949313,1,Interact,1
0.062218105537988566,0.9377818944620114,1,Interact,1
0.06198486007685433,0.9380151399231457,1,Interact,1
0.06265632277875877,0.9373436772212412,1,Interact,1
0.9632890873795332,0.03671091262046672,0,Interact,1
0.7235284636791816,0.27647153632081845,0,Interact,1
0.6590228005027563,0.3409771994972437,0,Interact,1
0.8266079179236169,0.1733920820763831,0,Interact,1
0.8087771864144178,0.1912228135855822,0,Interact,1
0.8087771864144178,0.1912228135855822,0,Interact,1
0.9653097372585826,0.034690262741417455,0,Interact,1
0.9681385771882725,0.03186142281172755,0,Interact,1
0.9699654855466151,0.03003451445338491,0,Interact,1
0.9642937209569769,0.03570627904302309,0,Interact,1
0.9695146394324174,0.030485360567582588,0,Interact,1
0.8487609763869788,0.15123902361302116,0,Interact,1
0.9045997079227677,0.09540029207723232,0,Interact,1
0.959288423169421,0.04071157683057897,0,Interact,1
0.6693968518482326,0.3306031481517674,0,Interact,1
0.967919038943375,0.03208096105662497,0,Interact,1
0.9426630839183763,0.057336916081623716,0,Interact,1
0.8189762993537184,0.18102370064628165,0,Interact,1
0.9060288350335204,0.09397116496647957,0,Interact,1
0.9273913612654773,0.07260863873452271,0,Interact,1
0.5227010929924126,0.47729890700758737,0,Interact,1
0.9557825067320781,0.044217493267921924,0,Interact,1
0.9600651686826192,0.03993483131738084,0,Interact,1
0.613627018932724,0.3863729810672761,0,Interact,1
0.9658152497723026,0.034184750227697396,0,Interact,1
0.9658152497723026,0.034184750227697396,0,Interact,1
0.07329106605450786,0.9267089339454921,1,Interact,1
0.09782296272016788,0.9021770372798321,1,Interact,1
0.07739474915863198,0.922605250841368,1,Interact,1
0.06935333189513238,0.9306466681048676,1,Interact,1
0.09420236876253196,0.905797631237468,1,Interact,1
0.11920454674159753,0.8807954532584025,1,Interact,1
0.06935333189513238,0.9306466681048676,1,Interact,1
0.6078728240240492,0.39212717597595076,0,Interact,1
0.08129442489480365,0.9187055751051963,1,Interact,1
0.07251289031953523,0.9274871096804648,1,Interact,1
0.13386838882223218,0.8661316111777678,1,Interact,1
0.08306721881443868,0.9169327811855613,1,Interact,1
0.07328583595837901,0.926714164041621,1,Interact,1
0.0799653166619424,0.9200346833380576,1,Interact,1
0.06828984197857713,0.9317101580214229,1,Interact,1
0.7775080942695501,0.22249190573044986,0,Interact,1
0.7775080942695501,0.22249190573044986,0,Interact,1
0.4469818260127031,0.5530181739872969,1,Interact,1
0.09353226902357015,0.9064677309764299,1,Interact,1
0.07746949787058899,0.922530502129411,1,Interact,1
0.07697716605540439,0.9230228339445956,1,Interact,1
0.06829816451530812,0.9317018354846919,1,Interact,1
0.06950370356970847,0.9304962964302915,1,Interact,1
0.07127290805282727,0.9287270919471727,1,Interact,1
0.08979742558230797,0.910202574417692,1,Interact,1
0.08985089220045095,0.910149107799549,1,Interact,1
0.0888414990947698,0.9111585009052302,1,Interact,1
0.08887326749826052,0.9111267325017395,1,Interact,1
0.08013500446414834,0.9198649955358517,1,Interact,1
0.12103574806856765,0.8789642519314323,1,Interact,1
0.06829816451530812,0.9317018354846919,1,Interact,1
0.14562073143110577,0.8543792685688942,1,Interact,1
0.09359229374329392,0.9064077062567061,1,Interact,1
0.7136474847738372,0.28635251522616273,0,Interact,1
0.7403828050606117,0.2596171949393883,0,Interact,1
0.9642071276063505,0.03579287239364951,0,Interact,1
0.704392580266508,0.295607419733492,0,Interact,1
0.704392580266508,0.295607419733492,0,Interact,1
0.8075270953913024,0.19247290460869756,0,Interact,1
0.8075270953913024,0.19247290460869756,0,Interact,1
0.6462187431444715,0.3537812568555286,0,Interact,1
0.8075270953913024,0.19247290460869756,0,Interact,1
0.8064509701512748,0.19354902984872527,0,Interact,1
0.8064509701512748,0.19354902984872527,0,Interact,1
0.6462187431444715,0.3537812568555286,0,Interact,1
