0,1,prediction,label,rawLabel
0.9500891576921511,0.04991084230784893,0,Interact,1
0.07473155735570958,0.9252684426442904,1,Interact,1
0.056127662241929444,0.9438723377580706,1,Interact,1
0.06403587318684556,0.9359641268131544,1,Interact,1
0.049752882502540396,0.9502471174974596,1,Interact,1
0.051808705622993,0.948191294377007,1,Interact,1
0.11733737744542594,0.8826626225545741,1,Interact,1
0.058809241102421694,0.9411907588975783,1,Interact,1
0.03710378716151208,0.9628962128384879,1,Interact,1
0.1544408289376532,0.8455591710623468,1,Interact,1
0.16985046191278985,0.8301495380872101,1,Interact,1
0.13298771149989153,0.8670122885001085,1,Interact,1
0.15520694374469268,0.8447930562553073,1,Interact,1
0.19276239722810717,0.8072376027718928,1,Interact,1
0.13633758960322606,0.8636624103967739,1,Interact,1
0.13270173375058048,0.8672982662494195,1,Interact,1
0.15319591579545588,0.8468040842045441,1,Interact,1
0.12510251619695367,0.8748974838030463,1,Interact,1
0.9408059595596541,0.059194040440345944,0,Interact,1
0.7926781912166297,0.20732180878337025,0,Interact,1
0.9028555691183698,0.0971444308816302,0,Interact,1
0.03566764321849747,0.9643323567815025,1,Interact,1
0.046187076266574145,0.9538129237334259,1,Interact,1
0.06112729256944138,0.9388727074305586,1,Interact,1
0.0463162101272242,0.9536837898727758,1,Interact,1
0.04125267814345335,0.9587473218565467,1,Interact,1
0.7062302156983633,0.2937697843016367,0,Interact,1
0.04842385582040498,0.951576144179595,1,Interact,1
0.0727095006507591,0.9272904993492409,1,Interact,1
0.045994192454378635,0.9540058075456214,1,Interact,1
0.03556709130218516,0.9644329086978148,1,Interact,1
0.03735414230534029,0.9626458576946597,1,Interact,1
0.039061651067019976,0.96093834893298,1,Interact,1
0.03751637699395005,0.96248362300605,1,Interact,1
0.03530553890586541,0.9646944610941346,1,Interact,1
0.28719189166467574,0.7128081083353243,1,Interact,1
0.9566900786719597,0.04330992132804032,0,Interact,1
0.8484898150138556,0.15151018498614444,0,Interact,1
0.13536000945702686,0.8646399905429731,1,Interact,1
0.29248657714701165,0.7075134228529883,1,Interact,1
0.041528715479910217,0.9584712845200898,1,Interact,1
0.04503139524714872,0.9549686047528513,1,Interact,1
0.04113842534334344,0.9588615746566566,1,Interact,1
0.04069256863098225,0.9593074313690177,1,Interact,1
0.39802591582028235,0.6019740841797177,1,Interact,1
0.0784389326832603,0.9215610673167397,1,Interact,1
0.9238047468335971,0.07619525316640287,0,Interact,1
0.06391118155037667,0.9360888184496233,1,Interact,1
0.7069774989888682,0.29302250101113175,0,Interact,1
0.27166224221135227,0.7283377577886477,1,Interact,1
0.04884545092544834,0.9511545490745517,1,Interact,1
0.23955192192443953,0.7604480780755605,1,Interact,1
0.6359548109166138,0.3640451890833862,0,Interact,1
0.7903126544132807,0.20968734558671934,0,Interact,1
0.1715242789239888,0.8284757210760112,1,Interact,1
